No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,AC,Water_Heater,Dining_Set,Electricity,Bed,Access_Card,Kitchen,Fridge,Washing_Machine,TV,ATM,TV_Cable,Grocery,Internet,Swim_Pool,Laundry,Security,Basketball,Multipurpose_Room,Gym,Jogging,Tennis,Restaurant,Playground,Total_Facilities,AnnualPrice,FurnishedNew
2,2,Menteng,Jakarta Pusat,106.838463,-6.191791,1,61.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,192000000,Full
3,2,Grogol,Jakarta Barat,106.787619,-6.171493,0,111.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,21,100000000,Non
0,1,Sudirman,Jakarta Selatan,106.821415,-6.216503,1,29.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,88100000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,44.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,59000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,85.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,130000000,Full
0,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,21.0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,18,38000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,35.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21,45000000,Full
2,1,Cikokol,Tangerang,106.629106,-6.199893,1,39.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,48000000,Full
2,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,49.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,108000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,21,55000000,Full
2,1,Gajah Mada,Jakarta Barat,106.815297,-6.149237,0,47.97,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,9,55000000,Non
2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,0,39.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,60000000,Semi
3,3,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,166.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,420000000,Full
2,1,Pekayon,Bekasi,106.9902,-6.2565,1,37.0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,12,42000000,Full
3,2,Kuningan,Jakarta Selatan,106.831123,-6.222417,1,95.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,15,180000000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,42.0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,16,50400000,Full
3,3,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,106.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,276000000,Full
2,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,124.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,264600000,Full
3,3,Kuningan,Jakarta Selatan,106.83676,-6.218768,1,93.0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,110000000,Full
2,2,Kemang,Jakarta Selatan,106.811453,-6.259374,1,95.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,228000000,Full
3,2,Mega Kuningan,Jakarta Selatan,106.827927,-6.228388,1,122.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,276000000,Full
2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,35000000,Full
1,1,Rasuna Said,Jakarta Selatan,106.837375,-6.216519,1,54.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,65000000,Full
2,1,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,62.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,113000000,Full
1,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,35.0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,17,41000000,Full
0,1,Pejaten,Jakarta Selatan,106.827411,-6.284048,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,21,49100000,Full
1,1,Kebon Jeruk,Jakarta Barat,106.767879,-6.190954,0,51.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,15,70000000,Non
0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,1,28.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,14,45000000,Full
2,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,50.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,54000000,Full
2,2,Pakubuwono,Jakarta Selatan,106.78608,-6.236956,1,177.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,502740000,Full
2,1,Cikokol,Tangerang,106.629106,-6.199893,0,38.0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,32000000,Non
2,2,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,77.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,180000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,21,45000000,Full
1,1,Senopati,Jakarta Selatan,106.806005,-6.228974,1,78.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,300000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.793682,-6.180334,1,50.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,60000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,0,33.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,16,60000000,Non
2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,50.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,13,35000000,Non
1,1,Alam Sutera,Tangerang,106.6575,-6.2384,1,45.0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,14,65000000,Full
0,1,Margonda,Depok,106.832472,-6.360354,1,30.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,15,39000000,Full
0,1,BSD City,Tangerang,106.664,-6.2944,1,32.0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16,60000000,Full
2,1,Setiabudi,Jakarta Selatan,106.828806,-6.215463,1,79.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,210000000,Full
2,2,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,82.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,226800000,Full
2,1,Salemba,Jakarta Pusat,106.850444,-6.1973,1,39.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,120000000,Full
0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,25.0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,18,59000000,Full
1,1,Salemba,Jakarta Pusat,106.850444,-6.1973,1,23.0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,65000000,Full
2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,64.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,216000000,Full
0,1,Puri Indah,Jakarta Barat,106.728591,-6.182729,0,26.0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,9,30000000,Non
2,1,Kelapa Gading,Jakarta Utara,106.8944,-6.159513,1,37.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,32500000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,15,27000000,Non
2,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,50.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,96000000,Full
2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,1,45.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,41150000,Full
2,1,Ciputat,Tangerang,106.752698,-6.311949,1,36.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,80000000,Full
1,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,58.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,142200000,Full
2,1,Sunter,Jakarta Utara,106.856909,-6.149478,1,49.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,21,54150000,Full
2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,180000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,38.0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,13,68000000,Full
0,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,21.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,26000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,1,29.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,60000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,20,60000000,Full
1,1,Pluit,Jakarta Utara,106.779326,-6.107877,1,37.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,70000000,Full
1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,38.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,80550000,Full
3,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,110.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,175000000,Full
1,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,34.0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,15,46000000,Full
2,1,Pluit,Jakarta Utara,106.778618,-6.109022,1,42.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,44000000,Full
3,2,Kelapa Gading,Jakarta Utara,106.89144,-6.149391,1,105.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,22,100000000,Full
0,1,Karawaci,Tangerang,106.607673,-6.228493,0,32.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,42500000,Non
1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,93550000,Full
3,2,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,113.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,220000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,45000000,Full
1,1,Ancol,Jakarta Utara,106.839363,-6.129877,0,31.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,35000000,Semi
3,2,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,144000000,Full
0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,32000000,Full
2,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,82.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,216000000,Full
1,1,Salemba,Jakarta Pusat,106.856225,-6.195084,1,31.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,42000000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,36.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,65000000,Full
3,2,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,110.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,20,210000000,Full
2,2,Pecenongan,Jakarta Pusat,106.827032,-6.164002,1,106.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,90000000,Full
0,1,Karawaci,Tangerang,106.607673,-6.228493,1,33.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,45000000,Full
1,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,28.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,54000000,Full
1,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,63.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,132000000,Full
0,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,27.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,12,35000000,Full
0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26.0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,16,22000000,Non
2,2,Permata Hijau,Jakarta Selatan,106.787401,-6.224566,1,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,180000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,120000000,Full
3,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,138.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,9,110000000,Semi
1,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,33.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,54100000,Full
0,1,Pulomas,Jakarta Timur,106.892794,-6.17518,1,21.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,18,35000000,Full
2,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,96.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,170000000,Full
0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,150000000,Full
0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,32.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,48000000,Full
1,1,Bendungan Hilir,Jakarta Pusat,106.8163,-6.2156,1,64.0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,260000000,Full
3,3,Cilandak,Jakarta Selatan,106.812974,-6.278625,1,200.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,303600000,Full
3,3,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,138.0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,14,120000000,Non
1,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,43.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,96000000,Full
0,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,22.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,18,38000000,Full
0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,27.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,40000000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,48000000,Full
1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,38.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,90000000,Full
2,1,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,42.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,78000000,Full
2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,29000000,Full
0,1,Cinere,Depok,106.78239,-6.317404,1,22.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,17,44000000,Full
2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,1,80.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,18,90000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,19,46000000,Full
2,2,Kuningan,Jakarta Selatan,106.820139,-6.221259,1,102.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,290000000,Full
0,1,Ciputat,Tangerang,106.752698,-6.311949,1,25.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,40000000,Full
2,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,0,34.0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,15,22000000,Non
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35.0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,15,37000000,Non
2,1,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,144000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.793682,-6.180334,1,37.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,65000000,Full
1,1,Duri Kosambi,Jakarta Barat,106.6918,-6.092,1,32.0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,11,30000000,Full
0,1,Margonda,Depok,106.8318,-6.3722,1,30.0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,15,36000000,Full
0,1,Cengkareng,Jakarta Barat,106.719271,-6.155485,0,23.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,16,18000000,Non
1,2,Tanjung Duren,Jakarta Barat,106.790105,-6.174872,0,96.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,100000000,Non
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,0,35.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,23000000,Non
0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,138000000,Full
2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,33.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,51000000,Full
2,1,Pasar Minggu,Jakarta Selatan,106.844157,-6.263361,1,52.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,80000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,21,65000000,Full
1,1,Pulomas,Jakarta Timur,106.892794,-6.17518,1,45.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,19,60000000,Full
2,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,96.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,160000000,Full
0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,211680000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,37000000,Full
1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,64.0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,95000000,Semi
2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,99.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,156000000,Full
0,1,Slipi,Jakarta Pusat,106.799198,-6.202724,1,30.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,57000000,Full
1,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,102000000,Full
2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,38.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,60000000,Full
2,2,Cilandak,Jakarta Selatan,106.807862,-6.283451,1,155.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,23,378000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,22,44000000,Full
0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,26.0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,17,54000000,Full
1,1,BSD City,Tangerang,106.6423,-6.3002,1,43.0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,15,96000000,Full
2,1,Kelapa Gading,Jakarta Timur,106.90525,-6.181305,1,42.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,40000000,Full
2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,0,73.0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,18,50000000,Non
2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,32.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,20,42000000,Full
3,2,Puri Indah,Jakarta Barat,106.730093,-6.174074,0,125.0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,8,80000000,Non
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,44.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,60000000,Full
3,3,Kemang,Jakarta Selatan,106.810318,-6.255134,1,242.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,562800000,Full
1,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,43.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,132450000,Full
2,1,Setiabudi,Jakarta Selatan,106.828806,-6.215463,1,83.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,300000000,Full
1,1,Pondok Indah,Jakarta Selatan,106.780328,-6.265013,1,88.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,255000000,Full
3,2,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,146.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,140000000,Full
1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,29.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,42000000,Full
2,1,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,36.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,47650000,Full
0,1,BSD City,Tangerang,106.652113,-6.3064,1,28.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,45000000,Full
0,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,27.0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,17,62000000,Full
0,1,Cikarang,Bekasi,107.1497,-6.3006,1,27.0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9,33000000,Full
