No_Rooms,Bathroom,Locality,Region,Longitude,Latitude,Furnished,Area,AC,Water_Heater,Dining_Set,Electricity,Bed,Access_Card,Kitchen,Fridge,Washing_Machine,TV,ATM,TV_Cable,Grocery,Internet,Swim_Pool,Laundry,Security,Basketball,Multipurpose_Room,Gym,Jogging,Tennis,Restaurant,Playground,Total_Facilities,AnnualPrice,FurnishedNew
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,34.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,43000000,Full
2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,36.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,22,75000000,Full
2,1,Kelapa Gading,Jakarta Timur,106.904441,-6.181255,1,36.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,25000000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,41.0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,16,55000000,Full
3,2,Kelapa Gading,Jakarta Timur,106.89321,-6.175884,0,86.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,11,40000000,Non
2,1,Kembangan,Jakarta Barat,106.735243,-6.185323,1,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,23,80000000,Full
2,2,Tanjung Duren,Jakarta Barat,106.793302,-6.177578,1,88.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,85000000,Full
2,2,Pluit,Jakarta Utara,106.779326,-6.107877,1,82.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,22,125000000,Full
2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,1,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,71850000,Full
1,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,1,29.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,43500000,Full
2,2,Bintaro,Jakarta Selatan,106.767022,-6.273588,1,88.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,144000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,22,55000000,Full
3,3,Semanggi,Jakarta Selatan,106.816386,-6.222272,0,182.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,324000000,Non
2,1,Sunter,Jakarta Utara,106.856909,-6.149478,1,49.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,21,59800000,Full
0,1,Kedoya,Jakarta Barat,106.757651,-6.186415,1,32.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,49000000,Full
0,1,Thamrin,Jakarta Pusat,106.816495,-6.195839,1,29.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,70950000,Full
2,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,50.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,20,50000000,Full
2,1,Pekayon,Bekasi,106.9934,-6.2434,0,36.0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,11,22500000,Non
3,3,Kuningan,Jakarta Selatan,106.832725,-6.209912,1,136.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,22,210000000,Full
0,1,MT Haryono,Jakarta Timur,106.866201,-6.245201,1,26.0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,17,60000000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,36000000,Full
2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,49.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,15,77000000,Full
2,2,Pluit,Jakarta Utara,106.778618,-6.109022,1,82.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,115000000,Full
2,1,Sunter,Jakarta Utara,106.88373,-6.157527,1,35.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,19,43500000,Full
2,1,Gunung Sahari,Jakarta Pusat,106.836638,-6.148474,1,41.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,65000000,Full
0,1,Sunter,Jakarta Utara,106.875949,-6.14477,0,21.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,15,20000000,Non
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35.0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,19,27000000,Non
2,2,Sudirman,Jakarta Pusat,106.818456,-6.210034,1,115.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,240000000,Full
1,1,Thamrin,Jakarta Pusat,106.818654,-6.194443,1,40.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,20,96000000,Full
2,2,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,83.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,179000000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,34.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,50000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,20,60000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,53.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,20,95000000,Full
2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,20,47450000,Full
2,2,Pluit,Jakarta Utara,106.779326,-6.107877,1,77.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,80000000,Full
3,3,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,0,140.0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,13,120000000,Non
2,1,Kemayoran,Jakarta Pusat,106.850107,-6.14907,1,60.0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,13,80000000,Full
1,1,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,43.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,207450000,Full
0,1,Gunung Sahari,Jakarta Pusat,106.836638,-6.148474,0,23.0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,36000000,Non
1,1,Tanah Abang,Jakarta Pusat,106.816326,-6.183112,1,45.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,102000000,Full
1,1,Thamrin,Jakarta Pusat,106.816842,-6.197352,1,42.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,85000000,Full
1,1,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,42.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,23,126000000,Full
2,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,68.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,156000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,53000000,Full
2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,1,72.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,18,90000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,0,50.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,11,72000000,Non
2,1,Menteng,Jakarta Pusat,106.851858,-6.200232,1,30.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,51000000,Full
2,2,Setiabudi,Jakarta Selatan,106.82241,-6.208184,1,88.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,300000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,13,37200000,Semi
1,1,Tanjung Duren,Jakarta Barat,106.788342,-6.174634,1,30.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,21,30000000,Full
0,1,BSD City,Tangerang,106.652113,-6.3064,1,26.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,48000000,Full
0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,28.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,108000000,Full
3,2,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,110.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,275400000,Full
1,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,47.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,20,55000000,Full
1,1,Cikokol,Tangerang,106.6285,-6.2144,1,65.0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,13,110000000,Full
0,1,Tanjung Duren,Jakarta Barat,106.7917,-6.1792,1,26.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,13,48000000,Full
0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,22.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,42000000,Full
2,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,48.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,48000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,35.0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,14,35000000,Non
0,1,Bintaro,Jakarta Selatan,106.759213,-6.258118,1,22.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,48000000,Full
2,2,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,104.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,216000000,Full
2,2,Kebon Jeruk,Jakarta Barat,106.761852,-6.196997,1,76.0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,18,85000000,Full
1,1,Kebon Jeruk,Jakarta Barat,106.762396,-6.200106,1,31.0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,15,48000000,Full
2,1,Kemayoran,Jakarta Pusat,106.85716,-6.14607,0,49.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,50000000,Non
2,1,Tebet,Jakarta Selatan,106.854417,-6.242631,1,40.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,78500000,Full
1,1,Pekayon,Bekasi,106.9791,-6.2507,1,35.0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,15,40000000,Full
0,1,Kemang,Jakarta Selatan,106.811453,-6.259374,1,43.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,150000000,Full
3,3,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,158.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,280000000,Full
2,2,Kemayoran,Jakarta Pusat,106.85277,-6.154767,1,72.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,85000000,Full
2,1,Pancoran,Jakarta Selatan,106.851836,-6.257163,1,33.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,20,47450000,Full
2,1,Kemayoran,Jakarta Pusat,106.854936,-6.147823,0,70.0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,17,80000000,Non
0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,0,26.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,19,35000000,Semi
2,2,Lebak Bulus,Jakarta Selatan,106.786268,-6.294585,1,100.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,216000000,Full
2,1,Cakung,Jakarta Timur,106.948933,-6.203631,1,36.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,20,36000000,Full
2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,36.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,48000000,Full
0,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,30.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,78000000,Full
2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,122.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,204000000,Full
2,1,Pekayon,Bekasi,106.9791,-6.2507,1,65.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,17,90000000,Full
0,1,Bintaro,Jakarta Selatan,106.7428,-6.2735,1,28.0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,14,55000000,Full
2,2,Thamrin,Jakarta Pusat,106.818654,-6.194443,1,74.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,21,120000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,21,43000000,Full
1,1,Senopati,Jakarta Selatan,106.806005,-6.228974,1,75.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,23,231000000,Full
2,2,Puri Indah,Jakarta Barat,106.736123,-6.186315,1,113.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,142900000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,38000000,Full
1,1,Gajah Mada,Jakarta Barat,106.815297,-6.149237,1,36.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,18,40700000,Full
2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,50.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,85000000,Full
0,1,Pekayon,Bekasi,106.9791,-6.2507,0,36.0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,13,44400000,Non
2,2,Casablanca,Jakarta Selatan,106.846292,-6.222918,1,62.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,132000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.789248,-6.176076,1,33.0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,19,75000000,Full
2,1,Tanjung Duren,Jakarta Barat,106.788166,-6.175894,1,42.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,56000000,Full
2,1,Grogol,Jakarta Barat,106.796056,-6.153652,1,48.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,48000000,Full
3,2,Kemang,Jakarta Selatan,106.82674,-6.264646,1,220.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,358800000,Full
3,2,Sudirman,Jakarta Selatan,106.823647,-6.210159,1,159.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,23,372600000,Full
2,2,Casablanca,Jakarta Selatan,106.842672,-6.224187,1,72.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,156000000,Full
2,1,Kuningan,Jakarta Selatan,106.820139,-6.221259,1,86.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,250000000,Full
1,1,Tanah Abang,Jakarta Pusat,106.816326,-6.183112,1,45.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,90000000,Full
2,1,Pancoran,Jakarta Selatan,106.842971,-6.24805,1,99.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,186000000,Full
2,1,Pancoran,Jakarta Selatan,106.861756,-6.252397,0,43.0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,17,31000000,Non
2,1,Sunter,Jakarta Utara,106.853714,-6.134868,1,42.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,21,43300000,Full
0,1,Gatot Subroto,Jakarta Pusat,106.80924,-6.213072,1,34.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,23,102100000,Full
2,1,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,58.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,130000000,Full
2,1,Kelapa Gading,Jakarta Utara,106.91636,-6.154352,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,27000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,34.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,20,65200000,Full
1,1,Gatot Subroto,Jakarta Pusat,106.80924,-6.213072,1,85.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,23,162000000,Full
2,1,Kebon Jeruk,Jakarta Barat,106.756061,-6.192081,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,38000000,Full
2,1,Kalibata,Jakarta Selatan,106.849866,-6.257697,1,45.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,84000000,Full
2,1,Fatmawati,Jakarta Selatan,106.795392,-6.303504,1,48.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,20,96000000,Full
1,1,Kemang,Jakarta Selatan,106.810318,-6.255134,1,87.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,240000000,Full
0,1,Pekayon,Bekasi,106.9791,-6.2507,1,26.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,16,37000000,Full
2,1,Cipinang,Jakarta Timur,106.879075,-6.225031,1,48.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,21,78750000,Full
1,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,0,35.0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,18,40000000,Non
3,2,Kemayoran,Jakarta Pusat,106.85069,-6.146146,0,192.0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,165000000,Non
0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,33.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,120000000,Full
2,1,Kuningan,Jakarta Selatan,106.836847,-6.213647,1,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,21,120000000,Full
2,1,Karang Tengah,Tangerang,106.723973,-6.195343,0,44.0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,15,27500000,Non
2,1,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,84.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,168000000,Full
3,2,Kuningan,Jakarta Selatan,106.824194,-6.227334,1,104.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,264000000,Full
1,1,Mangga Besar,Jakarta Pusat,106.834047,-6.149718,1,25.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,15,40000000,Full
2,1,Kebagusan,Jakarta Selatan,106.835418,-6.307531,1,50.0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,50000000,Full
0,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,26.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,20,34000000,Full
2,1,Cempaka Putih,Jakarta Pusat,106.873191,-6.187929,1,33.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,22,37000000,Full
2,1,Kebayoran Lama,Jakarta Selatan,106.769194,-6.237472,1,38.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,19,56850000,Full
1,1,Tanjung Duren,Jakarta Barat,106.788741,-6.178919,1,28.0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,19,55000000,Full
1,1,Kelapa Gading,Jakarta Timur,106.89321,-6.175884,1,41.0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,18,50000000,Full
1,1,Bendungan Hilir,Jakarta Pusat,106.813631,-6.211458,1,50.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,22,84000000,Full
2,1,Pasar Baru,Jakarta Pusat,106.832645,-6.16298,1,49.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,78000000,Full
1,1,Tanjung Duren,Jakarta Barat,106.789934,-6.178351,1,44.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,95000000,Full
3,2,Puri Indah,Jakarta Barat,106.73873,-6.190723,1,112.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,150000000,Full
2,1,Kelapa Gading,Jakarta Utara,106.890391,-6.149836,1,45.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,49000000,Full
3,2,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,138.0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,240000000,Full
2,1,Karang Tengah,Tangerang,106.723973,-6.195343,1,44.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,20,55000000,Full
2,1,Kelapa Gading,Jakarta Utara,106.91636,-6.154352,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,21,30000000,Full
2,1,Kelapa Gading,Jakarta Utara,106.893772,-6.151886,1,42.0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,18,60000000,Full
0,1,Margonda,Depok,106.832472,-6.360354,1,24.0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,14,36000000,Full
1,1,Cengkareng,Jakarta Barat,106.729326,-6.166036,1,35.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,20,45000000,Full
0,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,33.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,85000000,Full
2,1,Dharmawangsa,Jakarta Selatan,106.804426,-6.258746,1,71.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,22,156000000,Full
2,2,Senopati,Jakarta Selatan,106.80668,-6.228444,1,105.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,441000000,Full
2,1,Cengkareng,Jakarta Barat,106.731913,-6.13626,0,42.0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,21,32000000,Non
0,1,Pekayon,Bekasi,106.9791,-6.2507,1,26.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,16,42000000,Full
1,1,BSD City,Tangerang,106.6423,-6.3002,1,42.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,7,110000000,Full
2,1,Kalideres,Jakarta Barat,106.702853,-6.131089,1,44.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,22,70700000,Full
2,1,Sudirman,Jakarta Pusat,106.819529,-6.209877,1,88.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,168000000,Full
2,1,Menteng,Jakarta Pusat,106.838463,-6.191791,1,64.0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,16,120000000,Full
2,1,Pondok Indah,Jakarta Selatan,106.791409,-6.282965,1,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,105000000,Full
1,1,Semanggi,Jakarta Selatan,106.819159,-6.226598,1,45.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,96000000,Full
